2026-05-20 23:41:42,M001,MO,LOGIN,User logged in.
2026-05-20 23:41:42,M001,MO,MO_POST_JOB,Posted job JOB001
2026-05-20 23:41:42,M001,MO,MO_POST_JOB,Posted job JOB002
2026-05-20 23:41:42,M001,MO,MO_POST_JOB,Posted job JOB003
2026-05-20 23:41:42,T001,TA,LOGIN,User logged in.
2026-05-20 23:41:42,T001,TA,TA_PROFILE_SAVE,TA profile saved.
2026-05-20 23:41:42,T001,TA,TA_PROFILE_SAVE,TA profile saved.
2026-05-20 23:41:42,T001,TA,TA_PROFILE_SAVE,TA profile saved.
2026-05-20 23:41:43,T001,TA,TA_APPLY,Applied for JOB002 with appId APP001
2026-05-20 23:41:43,T001,TA,TA_APPLY,Applied for JOB003 with appId APP002
2026-05-20 23:41:43,M001,MO,LOGIN,User logged in.
2026-05-20 23:41:43,M001,MO,MO_UPDATE_STATUS,Updated APP001 to Hired
2026-05-20 23:41:43,M001,MO,MO_UPDATE_STATUS,Updated APP002 to Rejected (reason: Schedule conflict)
2026-05-20 23:41:43,T002,TA,TA_PROFILE_SAVE,TA profile saved.
2026-05-20 23:41:43,T002,TA,TA_APPLY,Applied for JOB003 with appId APP003
2026-05-20 23:41:43,A001,Admin,LOGIN,User logged in.
2026-05-21 00:43:34,T001,TA,LOGIN,User logged in.
2026-05-21 00:43:44,T001,TA,TA_PROFILE_SAVE,TA profile saved.
2026-05-21 00:43:58,M001,MO,LOGIN,User logged in.
2026-05-21 00:44:53,M001,MO,MO_UPDATE_STATUS,Updated APP003 to Rejected (reason: 1)
